"Mini-Application Name","Mini-Application Version","Number of MPI ranks","OpenMP not enabled","nx","ny","nz","Number of iterations","Final residual","Total Time","DDOT Time","WAXPBY Time","SPARSEMV Time","Total FLOPS","DDOT FLOPS","WAXPBY FLOPS","SPARSEMV FLOPS","Total MFLOPS","DDOT MFLOPS","WAXPBY MFLOPS","SPARSEMV MFLOPS","Min DDOT MPI_Allreduce time","Max DDOT MPI_Allreduce time","Avg DDOT MPI_Allreduce time","SPARSEMV MFLOPS W OVERHEAD","SPARSEMV PARALLEL OVERHEAD Time","SPARSEMV PARALLEL OVERHEAD Pct","SPARSEMV PARALLEL OVERHEAD Setup Time","SPARSEMV PARALLEL OVERHEAD Setup Pct","SPARSEMV PARALLEL OVERHEAD Bdry Exch Time","SPARSEMV PARALLEL OVERHEAD Bdry Exch Pct"
"hpccg",1,2,,128,128,128,149,1.25683e-18,37.4686,1.17231,11.8319,24.4313,39996900000,2499810000,3749710000,33747400000,1067.48,2132.37,316.914,1381.31,0.00416062,0.239486,0.121823,1359.54,0.391212,1.57604,0.360528,1.45242,0.0306848,0.123616
"hpccg",1,2,,16,16,16,149,2.29191e-43,0.0235386,0.00202925,0.00130685,0.0191558,78118900,4882430,7323650,65912800,3318.75,2406.02,5604.04,3440.88,0.000554719,0.000580551,0.000567635,3211.55,0.00136792,6.6651,0.000821776,4.00403,0.000546149,2.66106
"hpccg",1,2,,32,32,32,149,2.12685e-28,0.514509,0.0145385,0.0232315,0.472596,624951000,39059500,58589200,527303000,1214.66,2686.62,2521.97,1115.76,0.0015025,0.0048063,0.0031544,1089.74,0.0112843,2.33204,0.00792106,1.63699,0.00336321,0.69505
"hpccg",1,2,,64,64,64,149,1.35845e-20,4.33997,0.287126,1.19518,2.84032,4999610000,312476000,468713000,4218420000,1151.99,1088.29,392.169,1485.19,0.00663113,0.0211836,0.0139074,1454.94,0.0590644,2.03713,0.0435647,1.50255,0.0154997,0.534586
"hpccg",1,2,,8,8,8,149,1.57878e-76,0.00349995,0.000526717,0.000172952,0.00238444,9764860,610304,915456,8239100,2790,1158.69,5293.12,3455.36,0.000280944,0.000283163,0.000282053,2879.28,0.000477071,16.672,0.000243888,8.52305,0.000233183,8.14895
"hpccg",1,4,,128,128,128,149,1.87178e-18,91.7613,7.63276,19.4427,64.2367,79993800000,4999610000,7499420000,67494700000,871.759,655.02,385.718,1050.72,0.16844,3.20188,1.3075,1035.24,0.960588,1.47336,0.523472,0.802904,0.437117,0.670452
"hpccg",1,4,,16,16,16,149,7.4789e-37,0.130077,0.00889365,0.00478239,0.113924,156238000,9764860,14647300,131826000,1201.12,1097.96,3062.76,1157.13,0.00440731,0.0086721,0.00674815,1127.28,0.00301701,2.57994,0.00167492,1.43227,0.00134209,1.14766
"hpccg",1,4,,32,32,32,149,7.25273e-25,1.30532,0.0452943,0.213175,1.0365,1249900000,78118900,117178000,1054610000,957.545,1724.7,549.681,1017.47,0.010754,0.0551832,0.0269929,999.676,0.0184511,1.74901,0.0103956,0.985411,0.00805553,0.763596
"hpccg",1,4,,64,64,64,149,1.58088e-19,11.309,1.15842,2.18906,7.80084,9999220000,624951000,937427000,8436840000,884.184,539.488,428.232,1081.53,0.0281048,0.556678,0.203936,1047.83,0.250883,3.1159,0.0974028,1.20971,0.15348,1.90618
"hpccg",1,4,,8,8,8,149,1.17474e-62,0.00283742,0.0008269,0.00011595,0.0015244,19529700,1220610,1830910,16478200,6882.92,1476.13,15790.5,10809.6,0.000462407,0.000672888,0.000541136,8491.92,0.000416054,21.441,0.000241259,12.4331,0.000174795,9.00792
"hpccg",1,8,,128,128,128,149,2.17046e-18,172.466,64.4872,20.8673,75.1917,159988000000,9999220000,14998800000,134989000000,927.646,155.057,718.771,1795.27,38.6754,59.5097,47.2694,1534.24,12.7929,14.5399,1.21188,1.37738,11.581,13.1626
"hpccg",1,8,,16,16,16,149,6.427e-33,0.386111,0.260134,0.00569883,0.0903542,312476000,19529700,29294600,263651000,809.289,75.0755,5140.46,2917.97,0.178267,0.257474,0.198497,2072.96,0.036832,28.9591,0.0108793,8.55384,0.0259527,20.4053
"hpccg",1,8,,32,32,32,149,1.20172e-21,2.47423,1.51588,0.141343,0.671991,2499810000,156238000,234357000,2109210000,1010.34,103.067,1658.07,3138.75,0.741979,1.47332,0.978398,2551.22,0.154755,18.7185,0.0172902,2.09135,0.137464,16.6272
"hpccg",1,8,,64,64,64,149,4.19167e-19,23.4521,10.9724,2.04353,8.83323,19998400000,1249900000,1874850000,16873700000,852.735,113.914,917.46,1910.25,7.13663,10.4547,8.45505,1600.06,1.71242,16.2382,0.145559,1.38027,1.56686,14.8579
"hpccg",1,8,,8,8,8,149,1.98073e-54,0.02072,0.0148523,0.00027799,0.00200257,39059500,2441220,3661820,32956400,1885.11,164.366,13172.5,16457.1,0.00853018,0.014739,0.0118845,5574.06,0.0039099,66.1297,0.00109339,18.4929,0.00281651,47.6368
